yr,tm,lst,sal
2007,Anaheim Ducks,Kondratiev,500000
2007,Columbus Blue Jackets,Konopka,500000
2007,Nashville Predators,Langfeld,500000
2007,Carolina Hurricanes,LaRose,500000
2007,Dallas Stars,Lessard,500000
2007,Tampa Bay Lightning,Lessard,500000
2007,Tampa Bay Lightning,MacDonald,500000
2007,Boston Bruins,Metropolit,500000
2007,Pittsburgh Penguins,Minard,500000
2007,Phoenix Coyotes,Murley,500000
2007,Ottawa Senators,Nycholat,500000
2007,Buffalo Sabres,Peters,500000
2007,Dallas Stars,Petersen,500000
2007,Philadelphia Flyers,Picard,500000
2007,Tampa Bay Lightning,Picard,500000
2007,Columbus Blue Jackets,Pineault,500000
2007,San Jose Sharks,Plihal,500000
2007,Ottawa Senators,Richardson,500000
2007,Detroit Red Wings,Ritola,500000
2007,San Jose Sharks,Roenick,500000
2007,Edmonton Oilers,Roy,500000
2007,New Jersey Devils,Rupp,500000
2007,Pittsburgh Penguins,Sabourin,500000
2007,Pittsburgh Penguins,Smith,500000
2007,Colorado Avalanche,Smith,500000
2007,Detroit Red Wings,Stafford,500000
2007,Montreal Canadiens,Stewart,500000
2007,New York Rangers,Strudwick,500000
2007,Pittsburgh Penguins,Taffe,500000
2007,Tampa Bay Lightning,Tarnasky,500000
2007,Boston Bruins,Thornton,500000
2007,Philadelphia Flyers,Tolpeko,500000
2007,Anaheim Ducks,Wirtanen,500000
2007,Toronto Maple Leafs,Wozniewski,500000
2007,Los Angeles Kings,Zeiler,500000
2006,Toronto Maple Leafs,Battaglia,500000
2006,Anaheim Ducks,Beauchemin,500000
2006,Vancouver Canucks,Bieksa,500000
2006,Edmonton Oilers,Bisaillon,500000
2006,Chicago Blackhawks,Bochenski,500000
2006,Boston Bruins,Bochenski,500000
2006,Chicago Blackhawks,Bondra,500000
2006,Florida Panthers,Booth,500000
2006,Atlanta Thrashers,Boulton,500000
2006,Phoenix Coyotes,Carcillo,500000
2006,Washington Capitals,Cassivi,500000
2006,Anaheim Ducks,DiPenta,500000
2006,New York Islanders,Dunham,500000
2006,Philadelphia Flyers,Ellison,500000
2006,New Jersey Devils,Fahey,500000
2006,Phoenix Coyotes,Gratton,500000
2006,Anaheim Ducks,Green,500000
2006,Toronto Maple Leafs,Green,500000
2006,Boston Bruins,Jurcina,500000
2006,Washington Capitals,Jurcina,500000
2006,Tampa Bay Lightning,Karlsson,500000
2006,Chicago Blackhawks,Koci,500000
2006,Columbus Blue Jackets,Konopka,500000
2006,Florida Panthers,Kwiatkowski,500000
2006,Pittsburgh Penguins,Kwiatkowski,500000
2006,Phoenix Coyotes,MacLean,500000
2006,Ottawa Senators,McGrattan,500000
2006,Vancouver Canucks,McIver,500000
2006,Atlanta Thrashers,Metropolit,500000
2006,St. Louis Blues,Metropolit,500000
2006,Florida Panthers,Montador,500000
2006,Phoenix Coyotes,Morrison,500000
2006,San Jose Sharks,Murray,500000
2006,New York Rangers,Orr,500000
2006,Pittsburgh Penguins,Ouellet,500000
2006,Atlanta Thrashers,Popovic,500000
2006,Columbus Blue Jackets,Popperle,500000
2006,Philadelphia Flyers,Printz,500000
2006,New York Islanders,Quint,500000
2006,Tampa Bay Lightning,Richardson,500000
2006,Vancouver Canucks,Smith,500000
2006,Minnesota Wild,Smith,500000
2006,Washington Capitals,Steckel,500000
2006,Philadelphia Flyers,Timonen,500000
2006,Nashville Predators,Tootoo,500000
2006,Los Angeles Kings,Weaver,500000
2006,Columbus Blue Jackets,Westcott,500000
2006,Edmonton Oilers,Winchester,500000
2006,Boston Bruins,York,500000
2005,Toronto Maple Leafs,Aubin,500000
2005,Columbus Blue Jackets,Beauchemin,500000
2005,Anaheim Mighty Ducks,Beauchemin,500000
2005,New York Rangers,Betts,500000
2005,Atlanta Thrashers,Boulton,500000
2005,San Jose Sharks,Clowe,500000
2005,Toronto Maple Leafs,Czerkawski,500000
2005,Boston Bruins,Czerkawski,500000
2005,Washington Capitals,Muir,500000
2005,Pittsburgh Penguins,Odelein,500000
2005,Pittsburgh Penguins,Ouellet,500000
2005,Pittsburgh Penguins,Poapst,500000
2005,St. Louis Blues,Poapst,500000
2005,San Jose Sharks,Preissing,500000
2005,New Jersey Devils,Ryznar,500000
2005,Calgary Flames,Sauve,500000
2005,Phoenix Coyotes,Sauve,500000
2005,Philadelphia Flyers,Savage,500000
2005,Pittsburgh Penguins,Scuderi,500000
2005,New York Islanders,Smith,500000
2005,Philadelphia Flyers,Therien,500000
2005,Columbus Blue Jackets,Westcott,500000
2003,Carolina Hurricanes,Adams,500000
2003,Los Angeles Kings,Armstrong,500000
2002,Colorado Avalanche,Aebischer,500000
2002,Colorado Avalanche,Aubin,500000
2001,Atlanta Thrashers,Bartecko,500000
1999,Chicago Blackhawks,Atcheynum,500000
1998,Detroit Red Wings,Audet,500000
1996,Tampa Bay Lightning,Andersson,500000
2008,Colorado Avalanche,Vernace,495000
2007,Phoenix Coyotes,Bell,495000
2007,Pittsburgh Penguins,Brent,495000
2007,Edmonton Oilers,Brodziak,495000
2007,New York Islanders,Fata,495000
2007,Washington Capitals,Fleischmann,495000
2007,Florida Panthers,Globke,495000
2007,St. Louis Blues,Glumac,495000
2007,Montreal Canadiens,Gorges,495000
2007,Boston Bruins,Hoggan,495000
2007,San Jose Sharks,Iggulden,495000
2007,Florida Panthers,Kreps,495000
2007,Montreal Canadiens,Locke,495000
2007,Florida Panthers,Lojek,495000
2007,Vancouver Canucks,MacIntyre,495000
2007,Vancouver Canucks,McIver,495000
2007,Phoenix Coyotes,Perrault,495000
2007,New York Islanders,Regier,495000
2007,Columbus Blue Jackets,Rome,495000
2007,Chicago Blackhawks,Versteeg,495000
2007,Minnesota Wild,Voros,495000
2007,Colorado Avalanche,Weiman,495000
2006,Vancouver Canucks,Bouck,495000
2006,Nashville Predators,Brookbank,495000
2006,Tampa Bay Lightning,Craig,495000
2006,San Jose Sharks,Davison,495000
2006,New York Islanders,Dubielewicz,495000
2006,Calgary Flames,Germyn,495000
2006,Colorado Avalanche,McCormick,495000
2006,Montreal Canadiens,Milroy,495000
2006,St. Louis Blues,Mojzis,495000
2006,Toronto Maple Leafs,Newbury,495000
2006,Anaheim Ducks,O'Brien,495000
2006,Tampa Bay Lightning,O'Brien,495000
2006,Buffalo Sabres,Paetsch,495000
2006,Chicago Blackhawks,Parenteau,495000
2006,New Jersey Devils,Pelley,495000
2006,San Jose Sharks,Plihal,495000
2006,Dallas Stars,Smith,495000
2005,Tampa Bay Lightning,Coleman,495000
2005,Colorado Avalanche,Kolesnik,495000
2005,Minnesota Wild,Veilleux,495000
2005,Minnesota Wild,Wanvig,495000
1999,Anaheim Mighty Ducks,Aalto,495000
2007,Anaheim Ducks,Perry,494000
2005,Columbus Blue Jackets,Chimera,494000
2005,San Jose Sharks,Stevenson,494000
2008,Chicago Blackhawks,Versteeg,490000
2007,Los Angeles Kings,Dallman,490000
2007,Colorado Avalanche,McLeod,490000
2007,Los Angeles Kings,Moulson,490000
2007,Nashville Predators,Peverley,490000
2006,Boston Bruins,Thompson,490000
2006,Los Angeles Kings,Brust,488000
2006,Pittsburgh Penguins,Christensen,488000
2006,Toronto Maple Leafs,Williams,488000
2008,Edmonton Oilers,Sestito,487500
2007,Calgary Flames,Smith,487500
2006,Colorado Avalanche,Cumiskey,487500
2006,Los Angeles Kings,Stephenson,487500
2000,Columbus Blue Jackets,Adams,485400
2000,Florida Panthers,Adams,485400
2008,Columbus Blue Jackets,Dorsett,485000
2008,Dallas Stars,Stephan,485000
2007,Florida Panthers,Larman,485000
2007,Atlanta Thrashers,Thorburn,485000
2006,New Jersey Devils,Fraser,485000
2006,Tampa Bay Lightning,Jones,485000
2006,Atlanta Thrashers,Larsen,485000
2006,Calgary Flames,Moss,485000
2005,St. Louis Blues,Hoggan,485000
2005,Atlanta Thrashers,Larsen,485000
2008,Detroit Red Wings,Meech,483333
2008,Toronto Maple Leafs,Deveaux,480000
2006,Buffalo Sabres,Card,480000
2006,Anaheim Ducks,Shannon,477500
2008,San Jose Sharks,Armstrong,475000
2008,Washington Capitals,Aucoin,475000
2008,Carolina Hurricanes,Bayda,475000
2008,New Jersey Devils,Bergfors,475000
2008,Edmonton Oilers,Boulerice,475000
2008,Carolina Hurricanes,Brookbank,475000
2008,Carolina Hurricanes,Conboy,475000
2008,Colorado Avalanche,Cumiskey,475000
2008,Colorado Avalanche,Durno,475000
2008,Anaheim Ducks,Ebbett,475000
2008,Buffalo Sabres,Ellis,475000
2008,Anaheim Ducks,Festerling,475000
2008,New York Islanders,Fraser,475000
2008,Washington Capitals,Giroux,475000
2008,Phoenix Coyotes,Goertzen,475000
2008,Colorado Avalanche,Guite,475000
2008,Toronto Maple Leafs,Hamilton,475000
2008,Toronto Maple Leafs,Harrison,475000
2008,Washington Capitals,Helmer,475000
2008,Carolina Hurricanes,Helminen,475000
2008,Tampa Bay Lightning,Heward,475000
2008,St. Louis Blues,Holt,475000
2008,Tampa Bay Lightning,Konopka,475000
2008,Carolina Hurricanes,LaCouture,475000
2008,New Jersey Devils,Leach,475000
2008,New Jersey Devils,Letourneau-Leblond,475000
2008,New York Islanders,MacDonald,475000
2008,Colorado Avalanche,MacKenzie,475000
2008,Tampa Bay Lightning,McKenna,475000
2008,Toronto Maple Leafs,Mitchell,475000
2008,Phoenix Coyotes,Murray,475000
2008,Toronto Maple Leafs,Newbury,475000
2008,Toronto Maple Leafs,Ondrus,475000
2008,Calgary Flames,Peters,475000
2008,Nashville Predators,Peverley,475000
2008,Atlanta Thrashers,Peverley,475000
2008,St. Louis Blues,Polak,475000
2008,Calgary Flames,Prust,475000
2008,Phoenix Coyotes,Prust,475000
2008,Carolina Hurricanes,Ryan,475000
2008,Washington Capitals,Sloan,475000
2008,San Jose Sharks,Staubitz,475000
2008,Atlanta Thrashers,Stuart,475000
2008,New Jersey Devils,Tallackson,475000
2008,Calgary Flames,Van Der Gulik,475000
2008,San Jose Sharks,Vesce,475000
2008,New Jersey Devils,Vrana,475000
2008,Pittsburgh Penguins,Wallace,475000
2007,Carolina Hurricanes,Aucoin,475000
2007,New York Rangers,Baranka,475000
2007,Dallas Stars,Barch,475000
2007,Carolina Hurricanes,Bayda,475000
2007,San Jose Sharks,Boucher,475000
2007,Philadelphia Flyers,Boulerice,475000
2007,Colorado Avalanche,Boychuk,475000
2007,Florida Panthers,Brine,475000
2007,Vancouver Canucks,Burrows,475000
2007,Phoenix Coyotes,Caldwell,475000
2007,San Jose Sharks,Cavanagh,475000
2007,New Jersey Devils,Clarke,475000
2007,Dallas Stars,Conner,475000
2007,Tampa Bay Lightning,Darche,475000
2007,New York Rangers,Dawes,475000
2007,Atlanta Thrashers,Doell,475000
2007,Detroit Red Wings,Ellis,475000
2007,Los Angeles Kings,Ellis,475000
2007,Detroit Red Wings,Ericsson,475000
2007,Colorado Avalanche,Finger,475000
2007,Vancouver Canucks,Fitzgerald,475000
2007,Toronto Maple Leafs,Gamache,475000
2007,New York Islanders,Gervais,475000
2007,Los Angeles Kings,Giuliano,475000
2007,Calgary Flames,Godard,475000
2007,Colorado Avalanche,Guite,475000
2007,Atlanta Thrashers,Haydar,475000
2007,Chicago Blackhawks,Hendry,475000
2007,Minnesota Wild,Hill,475000
2007,Los Angeles Kings,Ivanans,475000
2007,Vancouver Canucks,Jaffray,475000
2007,Pittsburgh Penguins,James,475000
2007,Tampa Bay Lightning,Janik,475000
2007,New York Islanders,Johnson,475000
2007,Anaheim Ducks,King,475000
2007,Nashville Predators,Koistinen,475000
2007,Detroit Red Wings,Kopecky,475000
2007,Toronto Maple Leafs,Kronwall,475000
2007,Washington Capitals,Laing,475000
2007,New York Islanders,MacDonald,475000
2007,Colorado Avalanche,McCormick,475000
2007,Detroit Red Wings,Meech,475000
2007,Columbus Blue Jackets,Methot,475000
2007,Carolina Hurricanes,Mormina,475000
2007,New Jersey Devils,Mottau,475000
2007,Washington Capitals,Motzko,475000
2007,Anaheim Ducks,Mowers,475000
2007,Columbus Blue Jackets,Murray,475000
2007,Toronto Maple Leafs,Newbury,475000
2007,Carolina Hurricanes,Nolan,475000
2007,Toronto Maple Leafs,Ondrus,475000
2007,New York Islanders,Park,475000
2007,Colorado Avalanche,Parker,475000
2007,San Jose Sharks,Patzold,475000
2007,Boston Bruins,Pelletier,475000
2007,Toronto Maple Leafs,Pohl,475000
2007,Boston Bruins,Reich,475000
2007,Minnesota Wild,Reitz,475000
2007,Edmonton Oilers,Rourke,475000
2007,Buffalo Sabres,Ryan,475000
2007,Vancouver Canucks,Rypien,475000
2007,New York Islanders,Simon,475000
2007,Minnesota Wild,Simon,475000
2007,Nashville Predators,Smithson,475000
2007,New York Islanders,Spiller,475000
2007,Florida Panthers,Stewart,475000
2007,Tampa Bay Lightning,Stewart,475000
2007,Edmonton Oilers,Stortini,475000
2007,Atlanta Thrashers,Stuart,475000
2007,New Jersey Devils,Tallackson,475000
2007,Phoenix Coyotes,Tjarnqvist,475000
2007,Phoenix Coyotes,Vandermeer,475000
2007,Tampa Bay Lightning,Wanvig,475000
2007,Nashville Predators,Weber,475000
2007,Phoenix Coyotes,Weller,475000
2007,Toronto Maple Leafs,Williams,475000
2007,Dallas Stars,Winchester,475000
2006,Nashville Predators,Abid,475000
2006,Detroit Red Wings,Bootland,475000
2006,Chicago Blackhawks,Boucher,475000
2006,Columbus Blue Jackets,Boucher,475000
2006,Florida Panthers,Campbell,475000
2006,Montreal Canadiens,Downey,475000
2006,Columbus Blue Jackets,Fritsche,475000
2006,Montreal Canadiens,Halak,475000
2006,Chicago Blackhawks,Hamilton,475000
2006,Buffalo Sabres,Kaleta,475000
2006,Chicago Blackhawks,Keith,475000
2006,Phoenix Coyotes,Lehoux,475000
2006,Atlanta Thrashers,MacKenzie,475000
2006,Buffalo Sabres,Mancari,475000
2006,Anaheim Ducks,Moen,475000
2006,Vancouver Canucks,Moran,475000
2006,Columbus Blue Jackets,Novak,475000
2006,Washington Capitals,Nycholat,475000
2006,Ottawa Senators,Nycholat,475000
2006,New York Islanders,Park,475000
2006,Vancouver Canucks,Reid,475000
2006,New York Islanders,Rourke,475000
2006,Edmonton Oilers,Roy,475000
2006,Chicago Blackhawks,St. Pierre,475000
2006,Toronto Maple Leafs,Wozniewski,475000
2005,Washington Capitals,Bradley,475000
2005,Pittsburgh Penguins,Endicott,475000
2005,Boston Bruins,Fitzgerald,475000
2005,Toronto Maple Leafs,Kilger,475000
2005,Carolina Hurricanes,Nordgren,475000
2005,Pittsburgh Penguins,Nordgren,475000
2005,Minnesota Wild,Robitaille,475000
2005,Columbus Blue Jackets,Simon,475000
2005,New York Rangers,Strudwick,475000
2005,Carolina Hurricanes,Vrbata,475000
2005,Chicago Blackhawks,Vrbata,475000
1996,Toronto Maple Leafs,Baker,475000
2006,St. Louis Blues,Sanford,472800
2006,St. Louis Blues,Wideman,472800
2006,Boston Bruins,Wideman,472800
2006,San Jose Sharks,Michalek,471200
2006,Calgary Flames,Phaneuf,471200
2006,Nashville Predators,Suter,471200
2005,San Jose Sharks,Michalek,471200
2006,Nashville Predators,Hordichuk,470000
2006,Anaheim Ducks,Wall,470000
2005,Los Angeles Kings,Giuliano,470000
2005,Toronto Maple Leafs,Ondrus,469000
1999,Toronto Maple Leafs,Adams,467000
2006,Philadelphia Flyers,Houle,466500
2005,Tampa Bay Lightning,Ranger,465200
2006,Dallas Stars,Conner,465000
2006,Los Angeles Kings,Dallman,465000
2006,Florida Panthers,Lojek,465000
2005,Carolina Hurricanes,Adams,465000
2005,St. Louis Blues,Walker,465000
2005,Atlanta Thrashers,Kunitz,461900
2005,Anaheim Mighty Ducks,Kunitz,461900
2006,Philadelphia Flyers,Meloche,461400
2006,Vancouver Canucks,Coulombe,460000
2006,Minnesota Wild,Foy,460000
2006,Florida Panthers,Larman,460000
2006,Buffalo Sabres,Peters,460000
2006,Vancouver Canucks,Rypien,460000
2005,Buffalo Sabres,Campbell,459800
2005,Vancouver Canucks,Bieksa,457600
2005,Tampa Bay Lightning,DiMaio,457500
2006,Minnesota Wild,Harding,456000
2006,New York Rangers,Hollweg,456000
2005,Anaheim Mighty Ducks,Bryzgalov,456000
2005,Dallas Stars,Daley,456000
2005,Montreal Canadiens,Huet,456000
2005,Calgary Flames,Marchment,456000
2005,Boston Bruins,Moran,456000
2005,Dallas Stars,Svoboda,456000
1991,Vancouver Canucks,Babych,455280
2006,Nashville Predators,Peverley,455000
2005,St. Louis Blues,Whitfield,455000
2005,Chicago Blackhawks,Babchuk,450300
2005,Carolina Hurricanes,Babchuk,450300
2005,Nashville Predators,Upshall,450300
2006,Tampa Bay Lightning,Alexeev,450000
2006,Chicago Blackhawks,Alexeev,450000
2006,Boston Bruins,Allen,450000
2006,Carolina Hurricanes,Aucoin,450000
2006,Dallas Stars,Barch,450000
2006,Carolina Hurricanes,Bayda,450000
2006,Toronto Maple Leafs,Bell,450000
2006,Phoenix Coyotes,Bell,450000
2006,Ottawa Senators,Bois,450000
2006,Boston Bruins,Brookbank,450000
2006,New Jersey Devils,Brooks,450000
2006,Vancouver Canucks,Burrows,450000
2006,New York Islanders,Campoli,450000
2006,Los Angeles Kings,Clarke,450000
2006,New Jersey Devils,Clemmensen,450000
2006,Chicago Blackhawks,Corazzini,450000
2006,Philadelphia Flyers,Cote,450000
2006,Philadelphia Flyers,Cullen,450000
2006,San Jose Sharks,Darche,450000
2006,New York Rangers,Dawes,450000
2006,Boston Bruins,Dempsey,450000
2006,Toronto Maple Leafs,Devereaux,450000
2006,New Jersey Devils,Dowd,450000
2006,Pittsburgh Penguins,Dupont,450000
2006,Detroit Red Wings,Ellis,450000
2006,New York Islanders,Fata,450000
2006,Anaheim Ducks,Fedoruk,450000
2006,Philadelphia Flyers,Fedoruk,450000
2006,Calgary Flames,Ference,450000
2006,Nashville Predators,Fiddler,450000
2006,Colorado Avalanche,Finger,450000
2006,Boston Bruins,Finley,450000
2006,Los Angeles Kings,Fukufuji,450000
2006,New York Islanders,Gervais,450000
2006,Calgary Flames,Giordano,450000
2006,St. Louis Blues,Glumac,450000
2006,Calgary Flames,Godard,450000
2006,Columbus Blue Jackets,Goertzen,450000
2006,Vancouver Canucks,Goren,450000
2006,San Jose Sharks,Gorges,450000
2006,Montreal Canadiens,Gorges,450000
2006,Carolina Hurricanes,Gove,450000
2006,Philadelphia Flyers,Grant,450000
2006,Vancouver Canucks,Green,450000
2006,Philadelphia Flyers,Grenier,450000
2006,Colorado Avalanche,Guite,450000
2006,Ottawa Senators,Hamel,450000
2006,Atlanta Thrashers,Hamel,450000
2006,Philadelphia Flyers,Hamel,450000
2006,Toronto Maple Leafs,Harrison,450000
2006,Columbus Blue Jackets,Hartigan,450000
2006,Anaheim Ducks,Hartigan,450000
2006,Atlanta Thrashers,Haydar,450000
2006,Washington Capitals,Helbling,450000
2006,New York Islanders,Hilbert,450000
2006,Boston Bruins,Hoggan,450000
2006,Anaheim Ducks,Huskins,450000
2006,Detroit Red Wings,Hussey,450000
2006,Carolina Hurricanes,Hutchinson,450000
2006,Los Angeles Kings,Ivanans,450000
2006,Florida Panthers,Jacina,450000
2006,Tampa Bay Lightning,Janik,450000
2006,New Jersey Devils,Janssen,450000
2006,Columbus Blue Jackets,Johnson,450000
2006,Philadelphia Flyers,Kane,450000
2006,St. Louis Blues,King,450000
2006,Detroit Red Wings,Kopecky,450000
2006,Atlanta Thrashers,Krog,450000
2006,New York Rangers,Krog,450000
2006,New Jersey Devils,LaCouture,450000
2006,Carolina Hurricanes,LaRose,450000
2006,Nashville Predators,Leahy,450000
2006,Nashville Predators,Leighton,450000
2006,Philadelphia Flyers,Leighton,450000
2006,Chicago Blackhawks,Low,450000
2006,Chicago Blackhawks,MacDonald,450000
2006,Ottawa Senators,Malec,450000
2006,Detroit Red Wings,Meech,450000
2006,Dallas Stars,Miettinen,450000
2006,Anaheim Ducks,Moran,450000
2006,Minnesota Wild,Morgan,450000
2006,Columbus Blue Jackets,Motzko,450000
2006,Anaheim Ducks,Motzko,450000
2006,Boston Bruins,Mowers,450000
2006,Los Angeles Kings,Murray,450000
2006,Pittsburgh Penguins,Nasreddine,450000
2006,Detroit Red Wings,Norton,450000
2006,Buffalo Sabres,Novotny,450000
2006,Washington Capitals,Novotny,450000
2006,Toronto Maple Leafs,Ondrus,450000
2006,Colorado Avalanche,Parros,450000
2006,Anaheim Ducks,Parros,450000
2006,Ottawa Senators,Payer,450000
2006,Anaheim Ducks,Penner,450000
2006,Phoenix Coyotes,Perrault,450000
2006,St. Louis Blues,Perrault,450000
2006,Tampa Bay Lightning,Perrin,450000
2006,Edmonton Oilers,Petersen,450000
2006,Pittsburgh Penguins,Petrovicky,450000
2006,New Jersey Devils,Pihlman,450000
2006,Columbus Blue Jackets,Platt,450000
2006,Montreal Canadiens,Plekanec,450000
2006,Toronto Maple Leafs,Pohl,450000
2006,Tampa Bay Lightning,Ranger,450000
2006,New Jersey Devils,Rasmussen,450000
2006,Calgary Flames,Regehr,450000
2006,New York Islanders,Regier,450000
2006,Boston Bruins,Reich,450000
2006,Philadelphia Flyers,Reid,450000
2006,Minnesota Wild,Reitz,450000
2006,Calgary Flames,Ritchie,450000
2006,Phoenix Coyotes,Roche,450000
2006,New Jersey Devils,Rupp,450000
2006,Buffalo Sabres,Ryan,450000
2006,Vancouver Canucks,Sabourin,450000
2006,Vancouver Canucks,Santala,450000
2006,Vancouver Canucks,Schultz,450000
2006,Nashville Predators,Smithson,450000
2006,Pittsburgh Penguins,Stewart,450000
2006,Chicago Blackhawks,Stewart,450000
2006,Tampa Bay Lightning,Stewart,450000
2006,Tampa Bay Lightning,Tarnasky,450000
2006,Pittsburgh Penguins,Thorburn,450000
2006,Anaheim Ducks,Thornton,450000
2006,Dallas Stars,Tjarnqvist,450000
2006,Phoenix Coyotes,Tjarnqvist,450000
2006,Vancouver Canucks,Tremblay,450000
2006,Columbus Blue Jackets,Walser,450000
2006,Tampa Bay Lightning,Wanvig,450000
2006,Minnesota Wild,Ward,450000
2006,Toronto Maple Leafs,Westrum,450000
2006,Nashville Predators,Zanon,450000
2006,Los Angeles Kings,Zeiler,450000
