yr,tm,lst,sal
2010,New Jersey Devils,Fayne,530000
2010,Colorado Avalanche,Wilson,530000
2009,Nashville Predators,Grant,530000
2009,Tampa Bay Lightning,Jackson,530000
2009,Colorado Avalanche,Wilson,530000
2008,Florida Panthers,Glass,530000
2008,Nashville Predators,Pihlstrom,530000
2008,Carolina Hurricanes,Rodney,530000
2006,New Jersey Devils,Clarkson,530000
2006,Dallas Stars,Polak,530000
2005,Edmonton Oilers,Harvey,528200
2006,New York Rangers,Liffiton,526000
2006,Columbus Blue Jackets,Tollefsen,526000
2005,New York Rangers,Hollweg,526000
2012,New Jersey Devils,Anderson,525000
2012,Tampa Bay Lightning,Angelidis,525000
2012,Calgary Flames,Begin,525000
2012,Carolina Hurricanes,Bellemore,525000
2012,Dallas Stars,Benn,525000
2012,Carolina Hurricanes,Blanchard,525000
2012,Colorado Avalanche,Bordeleau,525000
2012,Pittsburgh Penguins,Bortuzzo,525000
2012,Calgary Flames,Brodie,525000
2012,New Jersey Devils,Butler,525000
2012,Nashville Predators,Butler,525000
2012,Nashville Predators,Clune,525000
2012,Winnipeg Jets,Cormier,525000
2012,Buffalo Sabres,Ellis,525000
2012,Detroit Red Wings,Emmerton,525000
2012,Pittsburgh Penguins,Engelland,525000
2012,New York Islanders,Finley,525000
2012,New Jersey Devils,Frazee,525000
2012,Winnipeg Jets,Gagnon,525000
2012,New Jersey Devils,Gionta,525000
2012,Ottawa Senators,Gryba,525000
2012,New Jersey Devils,Harrold,525000
2012,New Jersey Devils,Henrique,525000
2012,Chicago Blackhawks,Hutton,525000
2012,Tampa Bay Lightning,Labrie,525000
2012,Chicago Blackhawks,Lalonde,525000
2012,Detroit Red Wings,Lashoff,525000
2012,Pittsburgh Penguins,Lovejoy,525000
2012,Anaheim Ducks,Lovejoy,525000
2012,Washington Capitals,Oleksy,525000
2012,Carolina Hurricanes,Peters,525000
2012,Philadelphia Flyers,Rinaldo,525000
2012,Tampa Bay Lightning,Roy,525000
2012,Dallas Stars,Sceviour,525000
2012,New Jersey Devils,Sestito,525000
2012,Calgary Flames,Taylor,525000
2012,Carolina Hurricanes,Terry,525000
2012,New Jersey Devils,Urbom,525000
2012,Pittsburgh Penguins,Vitale,525000
2011,Tampa Bay Lightning,Angelidis,525000
2011,Washington Capitals,Aucoin,525000
2011,Toronto Maple Leafs,Aulie,525000
2011,Tampa Bay Lightning,Aulie,525000
2011,Washington Capitals,Beagle,525000
2011,New York Rangers,Bell,525000
2011,New Jersey Devils,Bernier,525000
2011,Chicago Blackhawks,Bickell,525000
2011,Colorado Avalanche,Brophey,525000
2011,Tampa Bay Lightning,Caron,525000
2011,Washington Capitals,Collins,525000
2011,Calgary Flames,Desbiens,525000
2011,New York Rangers,Deveaux,525000
2011,Vancouver Canucks,Ebbett,525000
2011,Buffalo Sabres,Ellis,525000
2011,Detroit Red Wings,Emmerton,525000
2011,Buffalo Sabres,Finley,525000
2011,Winnipeg Jets,Flood,525000
2011,Tampa Bay Lightning,Gervais,525000
2011,New Jersey Devils,Gionta,525000
2011,Anaheim Ducks,Gordon,525000
2011,Anaheim Ducks,Guenin,525000
2011,Toronto Maple Leafs,Hamilton,525000
2011,Columbus Blue Jackets,Hunwick,525000
2011,Detroit Red Wings,Janik,525000
2011,New Jersey Devils,Janssen,525000
2011,Pittsburgh Penguins,Jeffrey,525000
2011,Tampa Bay Lightning,Jones,525000
2011,Calgary Flames,Jones,525000
2011,Minnesota Wild,Kassian,525000
2011,Ottawa Senators,Klinkhammer,525000
2011,Calgary Flames,Kolanos,525000
2011,Washington Capitals,Kundratek,525000
2011,Tampa Bay Lightning,Labrie,525000
2011,Pittsburgh Penguins,Lovejoy,525000
2011,Anaheim Ducks,Macenauer,525000
2011,Buffalo Sabres,MacIntyre,525000
2011,Vancouver Canucks,Mancari,525000
2011,Florida Panthers,Matsumoto,525000
2011,San Jose Sharks,McCarthy,525000
2011,Pittsburgh Penguins,McDonald,525000
2011,New Jersey Devils,Mills,525000
2011,New York Rangers,Newbury,525000
2011,New Jersey Devils,Palmieri,525000
2011,Minnesota Wild,Palmieri,525000
2011,Washington Capitals,Perreault,525000
2011,Calgary Flames,Piskula,525000
2011,Edmonton Oilers,Potter,525000
2011,Tampa Bay Lightning,Pyatt,525000
2011,St. Louis Blues,Reaves,525000
2011,Washington Capitals,Rechlicz,525000
2011,Tampa Bay Lightning,Ritola,525000
2011,Edmonton Oilers,Rodney,525000
2011,Columbus Blue Jackets,Russell,525000
2011,Carolina Hurricanes,Samson,525000
2011,Chicago Blackhawks,Scott,525000
2011,New York Rangers,Scott,525000
2011,Tampa Bay Lightning,Segal,525000
2011,New Jersey Devils,Sestito,525000
2011,Tampa Bay Lightning,Smith,525000
2011,Winnipeg Jets,Stapleton,525000
2011,Buffalo Sabres,Stuart,525000
2011,Carolina Hurricanes,Sutter,525000
2011,Buffalo Sabres,Szczechura,525000
2011,Pittsburgh Penguins,Thiessen,525000
2011,Carolina Hurricanes,Tlusty,525000
2011,Buffalo Sabres,Turnbull,525000
2011,Colorado Avalanche,Van Der Gulik,525000
2011,New Jersey Devils,Veilleux,525000
2011,Minnesota Wild,Veilleux,525000
2011,Pittsburgh Penguins,Vitale,525000
2011,Los Angeles Kings,Westgarth,525000
2011,Buffalo Sabres,Whitmore,525000
2011,Calgary Flames,Wilson,525000
2011,Tampa Bay Lightning,Wyman,525000
2011,New Jersey Devils,Zalewski,525000
2010,Toronto Maple Leafs,Boyce,525000
2010,Florida Panthers,Callahan,525000
2010,Toronto Maple Leafs,Crabb,525000
2010,Anaheim Ducks,Festerling,525000
2010,New Jersey Devils,Letourneau-Leblond,525000
2010,Pittsburgh Penguins,Lovejoy,525000
2010,Minnesota Wild,Ortmeyer,525000
2010,New Jersey Devils,Pelley,525000
2010,Minnesota Wild,Peters,525000
2010,Carolina Hurricanes,Rodney,525000
2010,Toronto Maple Leafs,Rosehill,525000
2010,Los Angeles Kings,Simmonds,525000
2010,Atlanta Thrashers,Stapleton,525000
2010,Minnesota Wild,Stoner,525000
2010,Florida Panthers,Thomas,525000
2010,Atlanta Thrashers,Welch,525000
2010,Washington Capitals,Willsie,525000
2009,Toronto Maple Leafs,Brent,525000
2009,Dallas Stars,Climie,525000
2009,Philadelphia Flyers,Cote,525000
2009,Colorado Avalanche,Cumiskey,525000
2009,Montreal Canadiens,Desharnais,525000
2009,Anaheim Ducks,Festerling,525000
2009,New York Islanders,Flood,525000
2009,Nashville Predators,Franson,525000
2009,Colorado Avalanche,Haydar,525000
2009,Phoenix Coyotes,Heshka,525000
2009,Pittsburgh Penguins,Jeffrey,525000
2009,Pittsburgh Penguins,Johnson,525000
2009,Tampa Bay Lightning,Lashoff,525000
2009,Dallas Stars,Lindgren,525000
2009,Tampa Bay Lightning,Miller,525000
2009,Detroit Red Wings,Miller,525000
2009,Florida Panthers,Oreskovich,525000
2009,Colorado Avalanche,Peltier,525000
2009,Calgary Flames,Prust,525000
2009,New York Rangers,Prust,525000
2009,New York Islanders,Rechlicz,525000
2009,New York Islanders,Reese,525000
2009,Vancouver Canucks,Rome,525000
2009,Columbus Blue Jackets,Roy,525000
2009,Columbus Blue Jackets,Russell,525000
2009,Vancouver Canucks,Rypien,525000
2009,Ottawa Senators,St. Pierre,525000
2008,Washington Capitals,Bourque,525000
2008,Chicago Blackhawks,Brent,525000
2008,Vancouver Canucks,Burrows,525000
2008,Carolina Hurricanes,Carson,525000
2008,Anaheim Ducks,Carter,525000
2008,Philadelphia Flyers,Cote,525000
2008,Anaheim Ducks,Green,525000
2008,Toronto Maple Leafs,Hollweg,525000
2008,New York Islanders,Iggulden,525000
2008,Dallas Stars,Jancevski,525000
2008,Chicago Blackhawks,Johnson,525000
2008,San Jose Sharks,Joslin,525000
2008,St. Louis Blues,Koci,525000
2008,Tampa Bay Lightning,Koci,525000
2008,Columbus Blue Jackets,LaCosta,525000
2008,Colorado Avalanche,Macias,525000
2008,Edmonton Oilers,MacIntyre,525000
2008,Anaheim Ducks,McIver,525000
2008,Anaheim Ducks,Miller,525000
2008,New York Islanders,Rechlicz,525000
2008,Pittsburgh Penguins,Sabourin,525000
2008,Phoenix Coyotes,Schlemko,525000
2008,Tampa Bay Lightning,Segal,525000
2008,Nashville Predators,Smithson,525000
2008,Dallas Stars,Stafford,525000
2008,Nashville Predators,Tarnasky,525000
2008,Florida Panthers,Tarnasky,525000
2008,Pittsburgh Penguins,Thomas,525000
2008,Phoenix Coyotes,Tordjman,525000
2008,Ottawa Senators,Winchester,525000
2008,Los Angeles Kings,Zeiler,525000
2007,Florida Panthers,Anderson,525000
2007,Los Angeles Kings,Aubin,525000
2007,Ottawa Senators,Bass,525000
2007,New York Islanders,Bootland,525000
2007,Atlanta Thrashers,Boulton,525000
2007,Toronto Maple Leafs,Boyce,525000
2007,Florida Panthers,Campbell,525000
2007,Phoenix Coyotes,Carcillo,525000
2007,San Jose Sharks,Davison,525000
2007,New York Islanders,Davison,525000
2007,Detroit Red Wings,Downey,525000
2007,Washington Capitals,Erskine,525000
2007,Pittsburgh Penguins,Filewich,525000
2007,Pittsburgh Penguins,Hall,525000
2007,Vancouver Canucks,Isbister,525000
2007,Philadelphia Flyers,Jones,525000
2007,Chicago Blackhawks,Koci,525000
2007,Columbus Blue Jackets,LaCosta,525000
2007,Atlanta Thrashers,LaVallee,525000
2007,Tampa Bay Lightning,Leach,525000
2007,Columbus Blue Jackets,Lindstrom,525000
2007,New Jersey Devils,Malmivaara,525000
2007,Phoenix Coyotes,Meyer,525000
2007,New York Islanders,Meyer,525000
2007,Calgary Flames,Moss,525000
2007,Pittsburgh Penguins,Nasreddine,525000
2007,New York Rangers,Orr,525000
2007,Anaheim Ducks,Parros,525000
2007,Anaheim Ducks,Platt,525000
2007,Philadelphia Flyers,Ruzicka,525000
2007,Chicago Blackhawks,St. Pierre,525000
2007,Washington Capitals,Steckel,525000
2007,Phoenix Coyotes,Winnik,525000
2006,Toronto Maple Leafs,Aubin,525000
2006,Columbus Blue Jackets,Balastik,525000
2006,New York Islanders,Boguniecki,525000
2006,Minnesota Wild,Boogaard,525000
2006,San Jose Sharks,Clowe,525000
2006,Columbus Blue Jackets,Conklin,525000
2006,Buffalo Sabres,Conklin,525000
2006,Vancouver Canucks,Fitzpatrick,525000
2006,New York Rangers,Girardi,525000
2006,Detroit Red Wings,Hudler,525000
2006,Philadelphia Flyers,Jones,525000
2006,Detroit Red Wings,Langfeld,525000
2006,Pittsburgh Penguins,Letang,525000
2006,Calgary Flames,Maki,525000
2006,Philadelphia Flyers,Meyer,525000
2006,New York Islanders,Meyer,525000
2006,Nashville Predators,Nichol,525000
2006,Calgary Flames,Prust,525000
2006,St. Louis Blues,Rivers,525000
2006,Ottawa Senators,Schubert,525000
2006,Boston Bruins,Tenkrat,525000
2006,St. Louis Blues,Walker,525000
2005,Chicago Blackhawks,Dowd,525000
2005,Colorado Avalanche,Dowd,525000
2005,Anaheim Mighty Ducks,Hedstrom,525000
2005,Washington Capitals,Johnson,525000
2005,Los Angeles Kings,Kostopoulos,525000
2005,San Jose Sharks,Langfeld,525000
2005,Boston Bruins,Langfeld,525000
2005,Nashville Predators,Nichol,525000
2005,Nashville Predators,Perreault,525000
2005,New York Rangers,Prucha,525000
2005,Colorado Avalanche,Richardson,525000
2009,Carolina Hurricanes,Carson,522500
2009,New Jersey Devils,Davis,522500
2009,Buffalo Sabres,Kaleta,522500
2008,Vancouver Canucks,Brown,522500
2008,Anaheim Ducks,Brown,522500
2008,Colorado Avalanche,Dupuis,522500
2008,New York Islanders,Gervais,522500
2008,Buffalo Sabres,MacArthur,522500
2008,Buffalo Sabres,Mancari,522500
2008,Colorado Avalanche,McCormick,522500
2008,Colorado Avalanche,McLeod,522500
2008,Columbus Blue Jackets,Methot,522500
2008,Los Angeles Kings,Moulson,522500
2008,Vancouver Canucks,Rypien,522500
2008,Minnesota Wild,Scott,522500
2008,Florida Panthers,Stewart,522500
2007,Columbus Blue Jackets,Glencross,522500
2007,Edmonton Oilers,Glencross,522500
2007,Phoenix Coyotes,Jones,522500
2007,New York Islanders,Keith,522500
2007,New Jersey Devils,Pelley,522500
2006,Anaheim Ducks,Brent,522200
2009,Ottawa Senators,Brodeur,520000
2009,Columbus Blue Jackets,Frischmon,520000
2007,Anaheim Ducks,Ebbett,520000
2007,Nashville Predators,Rinne,520000
2006,San Jose Sharks,Rissmiller,520000
2006,Edmonton Oilers,Young,520000
2008,New Jersey Devils,Davis,517500
2007,Los Angeles Kings,Taylor,517500
2006,St. Louis Blues,Stempniak,517500
2007,Nashville Predators,Hordichuk,517000
2010,New Jersey Devils,Mair,515000
2010,New York Rangers,Williams,515000
2009,Florida Panthers,Duco,515000
2009,Atlanta Thrashers,Kulda,515000
2009,Edmonton Oilers,Reddox,515000
2009,Phoenix Coyotes,Schlemko,515000
2008,Vancouver Canucks,Bolduc,515000
2008,Atlanta Thrashers,Lehman,515000
2008,Columbus Blue Jackets,MacDonald,515000
2008,Edmonton Oilers,Reddox,515000
2008,Tampa Bay Lightning,Smolenak,515000
2007,Carolina Hurricanes,Borer,515000
2007,Vancouver Canucks,Hansen,515000
2007,Edmonton Oilers,Reddox,515000
2006,Atlanta Thrashers,Vigier,515000
2000,Anaheim Mighty Ducks,Aalto,515000
2006,Toronto Maple Leafs,White,513000
2005,Vancouver Canucks,Auld,513000
2005,Boston Bruins,Jurcina,513000
2005,Florida Panthers,McLennan,513000
2008,Los Angeles Kings,Drewiske,512500
2007,Colorado Avalanche,Cumiskey,512500
2010,New York Islanders,Lawson,510000
2010,Dallas Stars,Morin,510000
2010,Vancouver Canucks,Perrault,510000
2010,Minnesota Wild,Spurgeon,510000
2010,New Jersey Devils,Taormina,510000
2009,Columbus Blue Jackets,Dorsett,510000
2008,Ottawa Senators,Bass,510000
2008,Carolina Hurricanes,Borer,510000
2008,St. Louis Blues,Paddock,510000
2008,Calgary Flames,Sutter,510000
2008,Phoenix Coyotes,Winnik,510000
2007,Florida Panthers,Glass,510000
2007,Tampa Bay Lightning,Jones,510000
2007,Atlanta Thrashers,Larsen,510000
2006,Vancouver Canucks,Hansen,510000
2006,New York Islanders,Nielsen,510000
2006,Detroit Red Wings,Quincey,510000
2006,New Jersey Devils,Tallackson,510000
2005,New Jersey Devils,Tallackson,510000
2008,Montreal Canadiens,D'Agostini,508000
2007,Montreal Canadiens,D'Agostini,508000
2008,Philadelphia Flyers,Powe,507500
2006,Edmonton Oilers,Stortini,507000
2005,New York Islanders,Gervais,507000
2005,Detroit Red Wings,Woolley,507000
1995,Vancouver Canucks,Babych,506115
2007,Minnesota Wild,Foy,506000
2006,New York Rangers,Lampman,505800
2006,Los Angeles Kings,Jackman,505780
2008,Nashville Predators,O'Reilly,505000
2008,Carolina Hurricanes,Petruzalek,505000
2008,Toronto Maple Leafs,Sifers,505000
2007,Nashville Predators,Pihlstrom,505000
2006,New Jersey Devils,Oduya,505000
2005,Atlanta Thrashers,Bondra,505000
2005,New Jersey Devils,Hale,502000
2005,New Jersey Devils,Martin,502000
2005,St. Louis Blues,Boguniecki,501600
2005,Pittsburgh Penguins,Boguniecki,501600
2005,Carolina Hurricanes,Boulerice,501600
2005,St. Louis Blues,Boulerice,501600
2005,Buffalo Sabres,Miller,501600
2005,Montreal Canadiens,Murray,501600
2005,New York Rangers,Ortmeyer,501600
2005,Edmonton Oilers,Stoll,501600
2010,Washington Capitals,Aucoin,500000
2010,Ottawa Senators,Bass,500000
2010,Washington Capitals,Beagle,500000
2010,Chicago Blackhawks,Bickell,500000
2010,Anaheim Ducks,Bodie,500000
2010,Carolina Hurricanes,Bodie,500000
2010,Vancouver Canucks,Bolduc,500000
2010,Chicago Blackhawks,Boynton,500000
2010,Philadelphia Flyers,Boynton,500000
2010,Chicago Blackhawks,Brophey,500000
2010,Carolina Hurricanes,Carson,500000
2010,Calgary Flames,Carson,500000
2010,New York Islanders,Colliton,500000
2010,Pittsburgh Penguins,Comrie,500000
2010,Calgary Flames,Conroy,500000
2010,St. Louis Blues,Cracknell,500000
2010,Pittsburgh Penguins,Craig,500000
2010,Chicago Blackhawks,Cullimore,500000
2010,Montreal Canadiens,Darche,500000
2010,San Jose Sharks,Desjardins,500000
2010,New York Islanders,Dibenedetto,500000
2010,St. Louis Blues,Drazenovic,500000
2010,New York Rangers,Dupont,500000
2010,Colorado Avalanche,Dupuis,500000
2010,Carolina Hurricanes,Dwyer,500000
2010,Anaheim Ducks,Emery,500000
2010,Detroit Red Wings,Emmerton,500000
2010,Pittsburgh Penguins,Engelland,500000
2010,Washington Capitals,Fahey,500000
2010,New Jersey Devils,Fraser,500000
2010,Edmonton Oilers,Gerber,500000
2010,New York Islanders,Gillies,500000
2010,New Jersey Devils,Gionta,500000
2010,Edmonton Oilers,Giroux,500000
2010,Washington Capitals,Gordon,500000
2010,Buffalo Sabres,Gragnani,500000
2010,New York Islanders,Haley,500000
2010,Carolina Hurricanes,Harrison,500000
2010,Boston Bruins,Hnidy,500000
2010,Phoenix Coyotes,Hollweg,500000
2010,Pittsburgh Penguins,Hutchinson,500000
2010,Detroit Red Wings,Janik,500000
2010,Pittsburgh Penguins,Jeffrey,500000
2010,Florida Panthers,Jessiman,500000
2010,Pittsburgh Penguins,Johnson,500000
2010,Chicago Blackhawks,Johnson,500000
2010,San Jose Sharks,Joslin,500000
2010,Carolina Hurricanes,Joslin,500000
2010,Calgary Flames,Karlsson,500000
2010,Minnesota Wild,Kassian,500000
2010,Chicago Blackhawks,Klinkhammer,500000
2010,New Jersey Devils,Leach,500000
2010,Pittsburgh Penguins,Letestu,500000
2010,Colorado Avalanche,Liffiton,500000
2010,New York Islanders,MacDonald,500000
2010,Edmonton Oilers,MacIntyre,500000
2010,New Jersey Devils,Magnan,500000
2010,Atlanta Thrashers,Mannino,500000
2010,Carolina Hurricanes,Matsumoto,500000
2010,Colorado Avalanche,Mauldin,500000
2010,Buffalo Sabres,McCormick,500000
2010,New Jersey Devils,McKenna,500000
2010,Calgary Flames,Meyer,500000
2010,New Jersey Devils,Mills,500000
2010,San Jose Sharks,Moore,500000
2010,Nashville Predators,Mueller,500000
2010,Detroit Red Wings,Mursak,500000
2010,New York Rangers,Newbury,500000
2010,New Jersey Devils,Palmieri,500000
2010,Carolina Hurricanes,Peters,500000
2010,Chicago Blackhawks,Pisani,500000
2010,Pittsburgh Penguins,Potter,500000
2010,Chicago Blackhawks,Potulny,500000
2010,Ottawa Senators,Potulny,500000
2010,Montreal Canadiens,Pyatt,500000
2010,Tampa Bay Lightning,Ritola,500000
2010,Carolina Hurricanes,Samson,500000
2010,New York Rangers,Sauer,500000
2010,Chicago Blackhawks,Scott,500000
2010,New Jersey Devils,Sestito,500000
2010,Pittsburgh Penguins,Sterling,500000
2010,Calgary Flames,Sutter,500000
2010,Carolina Hurricanes,Sutter,500000
2010,Vancouver Canucks,Tambellini,500000
2010,Carolina Hurricanes,Tlusty,500000
2010,Colorado Avalanche,Van Der Gulik,500000
2010,Tampa Bay Lightning,Vernace,500000
2010,Pittsburgh Penguins,Vitale,500000
2010,Pittsburgh Penguins,Wallace,500000
2010,Los Angeles Kings,Westgarth,500000
2010,Dallas Stars,Williams,500000
2010,Florida Panthers,Wilson,500000
2010,Toronto Maple Leafs,Zigomanis,500000
2009,Edmonton Oilers,Arsene,500000
2009,Washington Capitals,Aucoin,500000
2009,Philadelphia Flyers,Bartulis,500000
2009,New Jersey Devils,Bergfors,500000
2009,Atlanta Thrashers,Bergfors,500000
2009,Chicago Blackhawks,Bickell,500000
2009,Phoenix Coyotes,Bissonnette,500000
2009,Vancouver Canucks,Bliznak,500000
2009,Anaheim Ducks,Bodie,500000
2009,Carolina Hurricanes,Borer,500000
2009,Boston Bruins,Boychuk,500000
2009,New York Rangers,Boyle,500000
2009,Anaheim Ducks,Brookbank,500000
2009,Anaheim Ducks,Brown,500000
2009,New York Rangers,Byers,500000
2009,Anaheim Ducks,Calder,500000
2009,San Jose Sharks,Callahan,500000
2009,Ottawa Senators,Carkner,500000
2009,Montreal Canadiens,Chipchura,500000
2009,Anaheim Ducks,Chipchura,500000
2009,New York Islanders,Comeau,500000
2009,Carolina Hurricanes,Conboy,500000
2009,Pittsburgh Penguins,Conner,500000
2009,Pittsburgh Penguins,Curry,500000
2009,Montreal Canadiens,D'Agostini,500000
2009,St. Louis Blues,D'Agostini,500000
2009,New Jersey Devils,Danis,500000
2009,New Jersey Devils,Davison,500000
2009,Toronto Maple Leafs,Deveaux,500000
2009,Chicago Blackhawks,Dowell,500000
2009,Colorado Avalanche,Durno,500000
2009,Carolina Hurricanes,Dwyer,500000
2009,Detroit Red Wings,Eaves,500000
2009,Anaheim Ducks,Ebbett,500000
2009,Chicago Blackhawks,Ebbett,500000
2009,Minnesota Wild,Ebbett,500000
2009,Buffalo Sabres,Ellis,500000
2009,Pittsburgh Penguins,Engelland,500000
2009,Dallas Stars,Fortunus,500000
2009,New Jersey Devils,Fraser,500000
2009,New York Islanders,Gillies,500000
2009,Washington Capitals,Giroux,500000
2009,Vancouver Canucks,Glass,500000
2009,Carolina Hurricanes,Goertzen,500000
2009,Pittsburgh Penguins,Guenin,500000
2009,New York Islanders,Haley,500000
2009,Carolina Hurricanes,Harrison,500000
2009,Detroit Red Wings,Helm,500000
2009,San Jose Sharks,Helminen,500000
2009,Colorado Avalanche,Hendricks,500000
2009,Ottawa Senators,Hennessy,500000
2009,New York Islanders,Hillen,500000
2009,Phoenix Coyotes,Hoggan,500000
2009,Calgary Flames,Jaffray,500000
2009,Detroit Red Wings,Janik,500000
2009,Tampa Bay Lightning,Jones,500000
2009,San Jose Sharks,Joslin,500000
2009,Minnesota Wild,Kalus,500000
2009,Washington Capitals,Kane,500000
2009,Ottawa Senators,Keller,500000
2009,Tampa Bay Lightning,Konopka,500000
2009,Calgary Flames,Kronwall,500000
2009,Washington Capitals,Laing,500000
2009,Montreal Canadiens,Leach,500000
2009,San Jose Sharks,Leach,500000
2009,Boston Bruins,Lefebvre,500000
2009,Carolina Hurricanes,Legace,500000
2009,Pittsburgh Penguins,Letestu,500000
2009,New Jersey Devils,Letourneau-Leblond,500000
2009,Edmonton Oilers,Linglet,500000
2009,New York Rangers,Locke,500000
2009,Pittsburgh Penguins,Lovejoy,500000
2009,New York Islanders,MacDonald,500000
2009,Detroit Red Wings,May,500000
2009,New Jersey Devils,McAmmond,500000
2009,Calgary Flames,McElhinney,500000
2009,Anaheim Ducks,McElhinney,500000
2009,Detroit Red Wings,Meech,500000
2009,Toronto Maple Leafs,Mitchell,500000
2009,New Jersey Devils,Murphy,500000
2009,Detroit Red Wings,Newbury,500000
2009,New York Islanders,Nielsen,500000
2009,Nashville Predators,Olvecky,500000
2009,New York Rangers,Parenteau,500000
2009,Tampa Bay Lightning,Parrish,500000
2009,New Jersey Devils,Peters,500000
2009,Carolina Hurricanes,Peters,500000
2009,Dallas Stars,Peters,500000
2009,Vancouver Canucks,Pettinger,500000
2009,Atlanta Thrashers,Peverley,500000
2009,New Jersey Devils,Pikkarainen,500000
2009,Philadelphia Flyers,Pyorala,500000
2009,Vancouver Canucks,Raycroft,500000
2009,Toronto Maple Leafs,Rosehill,500000
2009,Philadelphia Flyers,Ross,500000
2009,Carolina Hurricanes,Samson,500000
2009,Minnesota Wild,Scott,500000
2009,New Jersey Devils,Sestito,500000
2009,Tampa Bay Lightning,Smaby,500000
2009,Chicago Blackhawks,Smolenak,500000
2009,St. Louis Blues,Stastny,500000
2009,San Jose Sharks,Staubitz,500000
2009,Montreal Canadiens,Stewart,500000
2009,Florida Panthers,Taffe,500000
2009,Pittsburgh Penguins,Wallace,500000
2009,New Jersey Devils,Walter,500000
2009,Dallas Stars,Wathier,500000
2009,Florida Panthers,Wilson,500000
2009,Washington Capitals,Wilson,500000
2008,Ottawa Senators,Bell,500000
2008,Pittsburgh Penguins,Bissonnette,500000
2008,Tampa Bay Lightning,Bochenski,500000
2008,Anaheim Ducks,Bodie,500000
2008,Boston Bruins,Boychuk,500000
2008,Edmonton Oilers,Brodziak,500000
2008,New Jersey Devils,Brookbank,500000
2008,Anaheim Ducks,Brookbank,500000
2008,Ottawa Senators,Carkner,500000
2008,San Jose Sharks,Cavanagh,500000
2008,New Jersey Devils,Clemmensen,500000
2008,Dallas Stars,Conner,500000
2008,Pittsburgh Penguins,Curry,500000
2008,Detroit Red Wings,Downey,500000
2008,Columbus Blue Jackets,Dubielewicz,500000
2008,Carolina Hurricanes,Dwyer,500000
2008,Chicago Blackhawks,Fraser,500000
2008,New York Islanders,Fritz,500000
2008,Vancouver Canucks,Hansen,500000
2008,Colorado Avalanche,Hendricks,500000
2008,Ottawa Senators,Hennessy,500000
2008,Montreal Canadiens,Henry,500000
2008,Phoenix Coyotes,Hoggan,500000
2008,Tampa Bay Lightning,Hutchinson,500000
2008,Dallas Stars,Hutchinson,500000
2008,Edmonton Oilers,Jacques,500000
2008,Vancouver Canucks,Jaffray,500000
2008,Pittsburgh Penguins,James,500000
2008,Dallas Stars,Janik,500000
2008,Montreal Canadiens,Janik,500000
2008,Pittsburgh Penguins,Jeffrey,500000
2008,Buffalo Sabres,Kaleta,500000
2008,Philadelphia Flyers,Kane,500000
2008,Nashville Predators,Klein,500000
2008,Minnesota Wild,Kolanos,500000
2008,Detroit Red Wings,Kopecky,500000
2008,Dallas Stars,Krahn,500000
2008,Washington Capitals,Kronwall,500000
2008,Washington Capitals,Laing,500000
2008,San Jose Sharks,Lemieux,500000
2008,Phoenix Coyotes,Lindstrom,500000
2008,New York Islanders,MacDonald,500000
2008,Calgary Flames,McElhinney,500000
2008,Pittsburgh Penguins,Minard,500000
2008,Washington Capitals,Mink,500000
2008,Minnesota Wild,Mojzis,500000
2008,New York Islanders,Nielsen,500000
2008,Toronto Maple Leafs,Oreskovic,500000
2008,Calgary Flames,Pardy,500000
2008,Dallas Stars,Parrish,500000
2008,Colorado Avalanche,Peltier,500000
2008,Tampa Bay Lightning,Petiot,500000
2008,San Jose Sharks,Plihal,500000
2008,Los Angeles Kings,Quincey,500000
2008,St. Louis Blues,Regier,500000
2008,Minnesota Wild,Reitz,500000
2008,New York Rangers,Reitz,500000
2008,Ottawa Senators,Richardson,500000
2008,Philadelphia Flyers,Ross,500000
2008,New Jersey Devils,Rupp,500000
2008,Boston Bruins,St. Pierre,500000
2008,St. Louis Blues,Stastny,500000
2008,Washington Capitals,Steckel,500000
2008,Montreal Canadiens,Stewart,500000
2008,New York Islanders,Thompson,500000
2008,Boston Bruins,Thornton,500000
2008,Nashville Predators,Ward,500000
2008,St. Louis Blues,Whitfield,500000
2008,Toronto Maple Leafs,Williams,500000
2007,Boston Bruins,Allen,500000
2007,St. Louis Blues,Beckford-Tseu,500000
2007,New York Islanders,Bergenheim,500000
2007,New York Islanders,Brennan,500000
2007,New Jersey Devils,Brookbank,500000
2007,Carolina Hurricanes,Brookbank,500000
2007,Vancouver Canucks,Brown,500000
2007,Toronto Maple Leafs,Clemmensen,500000
2007,Pittsburgh Penguins,Conklin,500000
2007,Philadelphia Flyers,Cote,500000
2007,Philadelphia Flyers,Dowd,500000
2007,New York Islanders,Dubielewicz,500000
2007,St. Louis Blues,Dupont,500000
2007,Nashville Predators,Ellis,500000
2007,Montreal Canadiens,Halak,500000
2007,Los Angeles Kings,Harrold,500000
2007,New York Rangers,Hollweg,500000
2007,New York Islanders,Jackman,500000
2007,Tampa Bay Lightning,Jancevski,500000
2007,Dallas Stars,Jancevski,500000
2007,Carolina Hurricanes,Jensen,500000
2007,Buffalo Sabres,Kaleta,500000
2007,Tampa Bay Lightning,Karlsson,500000
2007,Minnesota Wild,Kelly,500000
2007,St. Louis Blues,King,500000
2007,Nashville Predators,Klein,500000
2007,Los Angeles Kings,Klemm,500000
